Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-15,Algeria,TotalEnergies,Routine,Night,Active,Sunny,Low,2023-11-27,2023-09-10,4,364.09,24.3
W-03,Texas,Chevron,Corrective,Night,Active,Rainy,Low,2023-10-16,2023-10-06,3,486.65,29.1
W-13,North Sea,Shell,Routine,Day,Standby,Rainy,Low,2023-09-02,2023-05-23,4,391.04,26.4
W-10,Texas,TotalEnergies,Routine,Night,Active,Cloudy,Low,2024-10-12,2024-06-28,6,484.79,33.6
W-15,North Sea,Chevron,Routine,Day,Active,Cloudy,Low,2024-08-04,2023-11-01,11,400.35,22.7
W-05,Qatar,TotalEnergies,Routine,Night,Active,Windy,Low,2024-11-06,2024-08-14,3,552.73,43.2
W-13,Qatar,TotalEnergies,Routine,Night,Active,Rainy,Low,2023-03-29,2023-02-11,6,606.49,39.9
W-05,Texas,Shell,Corrective,Night,Active,Sandstorm,Medium,2024-05-26,2023-08-20,4,455.83,35.4
W-05,Abu Dhabi,BP,Routine,Night,Active,Sunny,Low,2024-10-18,2024-02-24,4,383.04,37.0
W-06,North Sea,Shell,Routine,Day,Active,Sandstorm,Low,2023-05-07,2022-12-15,8,386.85,25.4
W-01,Algeria,Shell,Routine,Day,Active,Cloudy,Low,2023-02-16,2022-12-09,4,384.56,28.4
W-07,Texas,BP,Routine,Night,Standby,Rainy,Low,2024-06-02,2024-05-26,2,529.7,22.5
W-04,Algeria,ExxonMobil,Routine,Night,Active,Sunny,Medium,2024-02-07,2023-04-12,5,356.25,24.2
W-14,Qatar,ExxonMobil,Routine,Day,Standby,Sandstorm,Low,2024-08-12,2024-08-09,3,604.3,45.8
W-09,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Low,2023-04-08,2022-06-25,10,385.2,35.7
W-09,Abu Dhabi,ExxonMobil,Corrective,Day,Active,Windy,Medium,2024-07-10,2023-08-13,4,434.86,31.8
W-07,Texas,ExxonMobil,Routine,Day,Active,Sunny,Low,2023-05-22,2022-04-20,8,400.93,37.8
W-08,Abu Dhabi,TotalEnergies,Emergency,Day,Active,Sandstorm,Low,2023-04-25,2022-11-01,1,540.81,28.1
W-11,Abu Dhabi,TotalEnergies,Routine,Night,Active,Cloudy,Medium,2023-04-25,2022-06-30,5,384.59,29.9
W-04,North Sea,Shell,Routine,Day,Active,Cloudy,Medium,2024-07-24,2024-02-11,5,384.71,36.1
W-01,Texas,TotalEnergies,Routine,Night,Active,Windy,Critical,2024-04-10,2023-08-26,4,330.07,23.7
W-05,Abu Dhabi,BP,Corrective,Night,Active,Sunny,Medium,2024-01-02,2023-09-12,4,418.98,33.1
W-13,Algeria,ExxonMobil,Routine,Day,Active,Sunny,Medium,2023-09-09,2023-03-25,6,315.11,39.6
W-03,Qatar,Chevron,Emergency,Day,Active,Windy,Low,2024-09-06,2024-07-06,0,628.19,37.3
W-15,Abu Dhabi,BP,Routine,Day,Active,Cloudy,Medium,2023-10-02,2022-10-06,5,497.28,17.3
W-08,Qatar,Shell,Corrective,Night,Active,Sunny,Low,2024-07-25,2024-01-31,5,521.16,33.9
W-01,Texas,ExxonMobil,Emergency,Day,Active,Windy,Low,2023-11-04,2022-10-07,9,465.98,33.7
W-08,Qatar,BP,Routine,Night,Active,Rainy,High,2023-09-21,2023-05-01,2,521.71,37.4
W-09,Texas,Chevron,Corrective,Night,Active,Rainy,Low,2023-11-20,2022-10-23,6,442.67,22.4
W-01,Algeria,ExxonMobil,Emergency,Day,Standby,Sandstorm,Low,2023-07-30,2023-04-07,4,335.92,33.5
W-12,Texas,Chevron,Routine,Night,Active,Cloudy,Low,2024-06-07,2023-09-14,6,354.39,32.1
W-05,North Sea,Shell,Routine,Day,Active,Sandstorm,Low,2023-12-18,2023-03-13,8,400.27,31.0
W-10,Algeria,Shell,Routine,Day,Standby,Sunny,Low,2023-06-12,2022-06-11,5,368.04,26.9
W-06,Qatar,ExxonMobil,Routine,Day,Active,Sunny,Low,2024-09-21,2023-12-26,9,474.21,33.9
W-15,Texas,Shell,Corrective,Night,Active,Windy,Low,2023-09-26,2023-05-09,4,392.15,33.4
W-06,North Sea,Chevron,Routine,Night,Active,Rainy,Low,2024-01-16,2023-02-02,11,444.65,37.5
W-05,Qatar,ExxonMobil,Routine,Night,Active,Windy,Medium,2024-09-26,2023-11-10,4,534.28,36.8
W-13,North Sea,Shell,Corrective,Day,Active,Rainy,Medium,2024-03-12,2023-02-21,4,465.46,24.4
W-11,North Sea,ExxonMobil,Routine,Night,Active,Sandstorm,Medium,2023-03-23,2022-11-10,4,428.64,34.5
W-05,North Sea,TotalEnergies,Routine,Day,Active,Windy,Low,2024-10-19,2024-08-18,4,446.41,27.8
W-10,Texas,TotalEnergies,Corrective,Day,Active,Sunny,Low,2024-03-15,2023-12-12,5,445.63,24.0
W-05,Algeria,BP,Routine,Night,Standby,Sandstorm,Low,2023-08-23,2022-10-31,4,445.38,31.3
W-05,Qatar,TotalEnergies,Corrective,Night,Active,Cloudy,High,2023-04-08,2022-11-18,5,542.68,39.2
W-04,Algeria,Shell,Emergency,Day,Standby,Sandstorm,Low,2024-07-09,2023-08-12,6,408.98,32.1
W-07,Texas,Shell,Corrective,Day,Active,Sandstorm,High,2024-03-10,2023-10-16,3,462.12,26.9
W-08,Texas,ExxonMobil,Routine,Night,Active,Windy,Medium,2024-01-09,2023-03-06,9,326.27,20.2
W-10,North Sea,Shell,Routine,Night,Active,Windy,Low,2024-09-17,2024-05-07,7,441.65,27.5
W-01,Texas,TotalEnergies,Corrective,Day,Active,Cloudy,Low,2024-07-06,2023-07-23,6,448.9,25.6
W-04,Algeria,BP,Routine,Night,Active,Cloudy,Low,2023-04-17,2022-03-20,4,380.96,28.6
W-12,North Sea,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-08-07,2022-10-31,2,442.39,31.0
W-01,Abu Dhabi,Chevron,Routine,Night,Standby,Rainy,Medium,2023-06-23,2023-01-31,5,382.18,20.2
W-13,Algeria,BP,Routine,Night,Active,Rainy,Low,2024-06-04,2023-07-18,12,293.39,19.4
W-14,Qatar,Chevron,Routine,Day,Standby,Cloudy,Low,2023-01-24,2022-01-31,6,593.9,26.3
W-05,Texas,TotalEnergies,Routine,Night,Active,Windy,Low,2024-02-03,2023-01-02,7,515.35,26.3
W-08,Algeria,TotalEnergies,Routine,Night,Active,Sunny,Medium,2024-06-17,2023-11-11,5,375.71,26.1
W-03,Texas,TotalEnergies,Emergency,Day,Active,Sandstorm,Critical,2024-09-05,2024-02-20,7,311.29,29.0
W-08,Texas,Shell,Routine,Night,Active,Cloudy,Medium,2023-08-28,2023-04-11,5,484.73,22.9
W-06,North Sea,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2024-07-28,2024-06-03,2,520.28,25.6
W-07,Texas,TotalEnergies,Routine,Night,Active,Cloudy,Low,2023-03-19,2022-06-18,6,477.4,24.7
W-07,Qatar,Shell,Routine,Day,Standby,Sunny,Low,2024-08-15,2023-08-13,4,573.28,45.8
W-08,Abu Dhabi,BP,Routine,Night,Active,Sandstorm,Critical,2023-03-31,2022-06-03,5,262.89,32.2
W-03,Abu Dhabi,Shell,Routine,Night,Active,Cloudy,Medium,2023-10-06,2022-09-28,4,415.67,28.7
W-07,Algeria,TotalEnergies,Emergency,Night,Failure,Sandstorm,Medium,2024-07-12,2024-04-26,3,428.7,25.3
W-01,North Sea,Shell,Routine,Day,Active,Rainy,High,2023-04-15,2022-05-04,8,426.81,27.2
W-03,Texas,Shell,Routine,Day,Active,Windy,Low,2023-06-10,2023-05-02,4,484.67,35.7
W-09,Texas,Chevron,Corrective,Day,Active,Cloudy,Low,2024-05-20,2023-08-27,8,370.17,26.5
W-09,Algeria,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2024-05-19,2023-04-20,7,368.96,30.4
W-12,Qatar,Chevron,Routine,Day,Active,Cloudy,Low,2024-03-24,2023-08-05,3,540.26,35.9
W-11,Algeria,Chevron,Corrective,Night,Failure,Sandstorm,Low,2024-04-30,2024-04-14,6,281.31,22.6
W-04,Abu Dhabi,Shell,Corrective,Day,Active,Sandstorm,Low,2024-01-15,2023-04-15,6,361.27,23.6
W-02,Algeria,ExxonMobil,Routine,Day,Active,Cloudy,Medium,2023-06-26,2022-08-12,7,321.25,29.5
W-11,Algeria,BP,Routine,Day,Standby,Windy,Low,2023-08-30,2023-01-02,1,427.22,24.1
W-09,Abu Dhabi,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2023-05-08,2022-12-25,3,400.91,26.1
W-09,Qatar,TotalEnergies,Routine,Day,Active,Rainy,Low,2024-09-27,2024-05-08,2,641.84,35.8
W-07,Texas,BP,Routine,Night,Active,Sunny,Medium,2024-02-13,2023-05-19,7,376.26,18.6
W-02,Algeria,BP,Routine,Day,Active,Sunny,Medium,2023-10-08,2023-09-29,2,372.37,32.3
W-10,Abu Dhabi,BP,Routine,Night,Active,Sunny,Low,2023-11-20,2023-06-18,5,431.64,22.5
W-07,Qatar,Shell,Corrective,Night,Active,Sandstorm,Low,2024-10-25,2023-09-22,8,430.62,38.5
W-01,Qatar,Chevron,Corrective,Day,Active,Sandstorm,Low,2023-04-18,2023-01-28,3,515.31,25.9
W-02,Texas,Shell,Routine,Night,Active,Rainy,Medium,2024-02-15,2023-03-07,12,409.34,38.7
W-01,Qatar,BP,Routine,Night,Failure,Sunny,Low,2023-12-21,2023-02-11,1,573.81,30.0
W-02,Texas,ExxonMobil,Routine,Day,Active,Sunny,Medium,2024-03-04,2024-01-02,1,473.57,28.6
W-03,Abu Dhabi,Shell,Routine,Night,Active,Sunny,Low,2023-01-13,2022-04-21,5,391.67,16.9
W-02,Algeria,TotalEnergies,Emergency,Day,Active,Sandstorm,Medium,2024-09-02,2023-10-29,5,385.88,26.7
W-04,Abu Dhabi,Shell,Routine,Day,Active,Windy,Medium,2024-10-14,2023-12-28,7,394.5,35.7
W-01,Algeria,BP,Routine,Night,Active,Cloudy,Low,2024-01-31,2023-12-08,4,374.69,32.7
W-13,Texas,TotalEnergies,Routine,Day,Active,Windy,Medium,2024-05-02,2023-07-09,6,468.37,28.8
W-14,North Sea,Chevron,Routine,Day,Active,Windy,Low,2024-10-07,2024-05-30,5,449.4,33.2
W-09,Abu Dhabi,BP,Routine,Night,Active,Sunny,Critical,2024-05-10,2023-06-07,12,144.96,15.8
W-05,Abu Dhabi,Chevron,Routine,Night,Active,Windy,Low,2023-04-17,2022-06-23,5,464.97,34.1
W-05,Qatar,ExxonMobil,Routine,Day,Active,Sandstorm,Medium,2024-02-08,2023-01-25,7,557.55,46.2
W-10,North Sea,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-02-29,2023-05-10,4,366.2,31.9
W-13,Algeria,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2023-10-24,2023-08-15,3,348.76,28.1
W-08,Abu Dhabi,Shell,Routine,Day,Standby,Sandstorm,Low,2024-05-30,2023-05-04,5,444.68,27.2
W-15,Qatar,BP,Corrective,Night,Active,Sandstorm,Low,2024-10-16,2024-06-24,3,557.65,36.2
W-08,North Sea,Chevron,Routine,Day,Active,Rainy,Low,2024-10-09,2024-08-13,8,341.29,31.9
W-04,Qatar,ExxonMobil,Routine,Day,Active,Windy,Low,2023-11-12,2023-08-25,1,633.69,35.5
W-13,Qatar,Shell,Routine,Day,Active,Windy,Low,2023-03-21,2022-04-19,5,573.4,33.5
W-03,Texas,BP,Routine,Night,Active,Sandstorm,Low,2024-11-20,2024-05-14,9,396.66,22.0
W-08,North Sea,Chevron,Corrective,Night,Active,Windy,Medium,2024-08-10,2023-08-11,8,354.69,20.6
W-12,Texas,TotalEnergies,Routine,Night,Active,Sunny,Low,2023-03-29,2022-09-24,4,614.24,27.1
W-03,Algeria,TotalEnergies,Routine,Night,Failure,Rainy,High,2024-10-06,2024-06-22,3,336.69,34.8
W-13,Texas,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2024-08-31,2023-12-05,6,414.57,20.3
W-02,Qatar,BP,Routine,Day,Active,Rainy,Low,2023-12-30,2023-07-19,1,659.97,38.4
W-12,Texas,BP,Routine,Day,Active,Sunny,Low,2024-02-18,2023-09-15,7,430.11,32.3
W-11,Qatar,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-10-07,2023-08-03,4,574.31,32.0
W-02,Abu Dhabi,Shell,Routine,Night,Active,Cloudy,High,2023-02-08,2022-01-08,5,362.72,29.4
W-10,Texas,Chevron,Routine,Day,Active,Sunny,Low,2023-08-23,2022-09-10,5,491.08,27.0
W-06,Texas,TotalEnergies,Corrective,Day,Failure,Cloudy,Low,2024-07-15,2023-06-28,7,453.23,37.8
W-09,North Sea,ExxonMobil,Emergency,Day,Active,Rainy,Low,2023-01-04,2022-02-18,6,332.87,22.4
W-09,Algeria,TotalEnergies,Routine,Day,Failure,Rainy,Medium,2023-08-22,2023-06-25,4,346.46,24.4
W-04,North Sea,TotalEnergies,Corrective,Night,Active,Rainy,Low,2023-10-06,2022-12-20,3,358.6,32.3
W-07,North Sea,Shell,Routine,Night,Standby,Sunny,Medium,2024-01-12,2022-12-27,10,335.19,24.3
W-11,Algeria,ExxonMobil,Routine,Night,Active,Sandstorm,High,2024-10-05,2023-09-08,11,283.24,31.6
W-13,Qatar,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-08-31,2022-08-04,6,626.71,34.8
W-09,North Sea,ExxonMobil,Routine,Night,Active,Windy,Low,2023-08-31,2022-12-17,5,483.45,23.3
W-08,Abu Dhabi,ExxonMobil,Routine,Day,Active,Sandstorm,High,2024-05-31,2023-05-05,5,379.6,24.8
W-10,Texas,BP,Routine,Night,Active,Rainy,Low,2023-11-13,2023-09-01,4,523.66,25.4
W-12,Texas,BP,Emergency,Day,Active,Sandstorm,High,2023-06-07,2022-11-15,5,432.28,29.4
W-01,Qatar,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-11-13,2023-03-12,3,608.48,46.3
W-06,Abu Dhabi,BP,Routine,Day,Active,Windy,Low,2023-04-09,2022-05-01,6,494.53,30.1
W-06,Texas,TotalEnergies,Routine,Day,Active,Windy,Low,2023-05-04,2022-12-22,7,475.17,24.8
W-02,Qatar,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2023-12-15,2023-11-22,4,613.72,31.4
W-09,Algeria,Shell,Routine,Day,Active,Cloudy,Medium,2023-10-21,2023-07-02,5,372.87,25.4
W-12,Texas,TotalEnergies,Routine,Day,Standby,Sandstorm,Medium,2024-10-02,2024-04-06,0,551.12,26.7
W-07,Texas,Chevron,Corrective,Day,Standby,Sandstorm,Low,2023-09-11,2023-07-11,1,544.43,30.7
W-04,North Sea,Shell,Routine,Night,Active,Windy,Medium,2024-02-11,2023-09-15,7,421.53,32.2
W-04,Texas,Shell,Routine,Night,Active,Windy,Low,2024-03-18,2023-03-01,10,428.19,24.3
W-11,Texas,TotalEnergies,Corrective,Night,Active,Windy,Low,2023-01-10,2022-10-18,2,562.06,21.9
W-05,Texas,Shell,Routine,Night,Active,Sandstorm,Low,2024-04-09,2023-10-12,1,580.62,20.4
W-01,Texas,BP,Routine,Night,Active,Windy,Low,2023-05-05,2022-06-19,9,481.61,31.6
W-01,Abu Dhabi,TotalEnergies,Emergency,Night,Active,Sunny,Medium,2024-11-03,2024-06-29,5,355.37,31.7
W-15,Algeria,Chevron,Routine,Night,Active,Rainy,Medium,2023-04-15,2023-01-02,3,346.03,24.3
W-04,Algeria,ExxonMobil,Corrective,Night,Active,Windy,Medium,2023-10-18,2022-12-23,4,354.89,27.6
W-03,Algeria,BP,Routine,Day,Active,Rainy,Low,2023-03-01,2022-04-24,4,304.93,22.3
W-11,Algeria,BP,Routine,Night,Active,Cloudy,Medium,2024-11-28,2024-07-29,2,319.76,24.6
W-07,Texas,ExxonMobil,Corrective,Day,Active,Cloudy,High,2023-12-18,2023-07-23,3,415.3,19.2
W-07,Abu Dhabi,TotalEnergies,Routine,Day,Active,Cloudy,Medium,2024-02-21,2023-12-12,5,439.27,30.5
W-10,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Low,2023-02-16,2022-03-11,8,406.08,24.2
W-07,Algeria,ExxonMobil,Routine,Night,Active,Windy,Medium,2024-06-08,2023-06-19,7,286.78,23.8
W-05,Algeria,TotalEnergies,Routine,Night,Active,Rainy,Low,2023-05-27,2022-09-28,2,342.43,20.5
W-13,Algeria,ExxonMobil,Routine,Night,Active,Sandstorm,Critical,2024-09-20,2024-05-21,3,205.16,21.2
W-08,Texas,TotalEnergies,Routine,Night,Active,Rainy,Low,2023-05-24,2023-04-09,4,534.86,19.5
W-09,Abu Dhabi,TotalEnergies,Corrective,Night,Active,Sunny,Low,2023-05-14,2023-04-14,3,476.07,25.5
W-09,Algeria,BP,Corrective,Night,Active,Sandstorm,High,2023-01-26,2022-12-13,5,257.17,30.0
W-09,Qatar,TotalEnergies,Routine,Day,Active,Rainy,Medium,2023-11-27,2023-01-24,6,534.24,44.4
W-06,Algeria,Shell,Routine,Day,Standby,Sandstorm,Critical,2024-01-31,2023-11-21,3,294.93,27.6
W-12,North Sea,ExxonMobil,Corrective,Night,Active,Rainy,Medium,2023-02-15,2022-12-13,5,408.64,17.7
W-04,Texas,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2024-06-26,2024-04-12,4,475.05,33.2
W-13,Algeria,Chevron,Routine,Day,Active,Windy,Low,2023-11-14,2023-02-18,4,339.48,34.1
W-10,Qatar,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2024-01-03,2023-11-21,5,577.88,35.7
W-02,Abu Dhabi,Shell,Routine,Day,Active,Rainy,Low,2023-11-05,2023-07-21,5,451.25,17.9
W-07,Texas,Shell,Routine,Night,Active,Cloudy,Medium,2023-10-08,2023-04-28,3,489.68,31.5
W-07,Qatar,Shell,Corrective,Night,Active,Sunny,Medium,2024-01-27,2023-10-19,5,514.85,38.3
W-12,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2023-04-19,2022-11-26,2,440.74,28.4
W-04,Qatar,Shell,Routine,Night,Standby,Sandstorm,Medium,2023-05-08,2022-12-27,1,540.5,30.7
W-05,Algeria,Chevron,Routine,Day,Active,Cloudy,Medium,2024-08-26,2024-01-30,5,321.01,19.3
W-06,Algeria,Shell,Routine,Day,Active,Sandstorm,Medium,2024-10-24,2024-08-30,2,321.07,33.9
W-04,Algeria,TotalEnergies,Routine,Night,Active,Windy,Critical,2023-09-19,2022-10-14,11,221.36,35.1
W-05,Algeria,Chevron,Routine,Day,Active,Rainy,High,2023-07-09,2023-01-13,2,339.51,29.8
W-11,Qatar,Shell,Routine,Night,Standby,Cloudy,High,2024-03-26,2023-07-24,7,486.36,32.7
W-09,Texas,Shell,Routine,Day,Active,Sandstorm,Low,2023-10-14,2023-09-17,6,474.91,29.4
W-02,Algeria,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2023-01-18,2021-12-26,11,321.29,31.6
W-07,Texas,ExxonMobil,Routine,Night,Active,Windy,High,2023-04-20,2022-12-20,4,454.84,32.9
W-10,North Sea,BP,Routine,Night,Active,Rainy,Low,2024-05-16,2023-12-07,8,368.63,26.6
W-08,Algeria,ExxonMobil,Routine,Day,Active,Windy,Low,2024-04-06,2023-04-19,9,316.3,41.1
W-07,Texas,Chevron,Routine,Night,Active,Sunny,Low,2023-01-19,2022-07-29,3,481.97,28.1
W-01,Qatar,Shell,Corrective,Night,Active,Windy,Medium,2023-06-05,2023-02-04,3,556.8,36.8
W-13,Texas,Chevron,Corrective,Day,Active,Windy,Low,2023-06-11,2023-05-12,7,477.15,28.3
W-01,Abu Dhabi,TotalEnergies,Corrective,Night,Active,Sandstorm,Low,2024-04-15,2024-02-09,3,382.38,27.5
W-11,North Sea,BP,Routine,Night,Active,Sandstorm,Low,2023-01-14,2022-03-24,6,391.75,31.5
W-14,Texas,Chevron,Emergency,Night,Active,Rainy,Medium,2023-03-14,2023-02-05,3,438.53,30.9
W-04,Algeria,Shell,Corrective,Day,Active,Sandstorm,Medium,2024-07-13,2023-11-17,5,341.73,35.6
W-10,Texas,Chevron,Routine,Night,Active,Cloudy,Medium,2023-05-05,2022-04-23,5,534.03,25.4
W-05,Qatar,BP,Routine,Night,Active,Rainy,Low,2024-04-01,2023-08-28,3,669.21,49.5
W-05,Algeria,Shell,Routine,Night,Active,Windy,Low,2023-06-16,2023-04-26,2,434.94,26.0
W-08,Algeria,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-03-11,2022-12-05,2,405.57,36.5
W-10,Qatar,Chevron,Routine,Night,Active,Rainy,Medium,2023-06-20,2023-03-18,4,516.16,38.9
W-04,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Low,2024-05-20,2023-08-21,5,379.73,35.9
W-09,Texas,BP,Routine,Night,Active,Windy,Low,2024-08-21,2023-08-27,11,515.66,19.9
W-07,Algeria,BP,Routine,Night,Active,Sunny,Low,2024-08-04,2024-03-22,1,419.56,28.4
W-08,Algeria,TotalEnergies,Routine,Night,Active,Rainy,Low,2023-10-06,2023-09-13,4,430.94,35.1
W-15,North Sea,BP,Routine,Night,Active,Sunny,Low,2024-04-12,2023-03-19,11,319.51,22.7
W-10,Qatar,Shell,Corrective,Day,Active,Cloudy,High,2023-05-24,2023-05-08,0,492.64,36.4
W-05,North Sea,BP,Corrective,Day,Active,Sandstorm,Low,2023-07-25,2023-06-28,3,495.79,31.6
W-15,Qatar,ExxonMobil,Corrective,Night,Active,Windy,Low,2024-09-19,2023-08-21,7,518.58,34.7
W-14,Qatar,Chevron,Emergency,Night,Active,Rainy,Low,2023-01-10,2022-10-12,4,541.03,33.8
W-04,Abu Dhabi,TotalEnergies,Routine,Day,Active,Sunny,Low,2023-03-01,2022-08-27,3,368.58,25.3
W-09,Qatar,BP,Corrective,Day,Active,Sandstorm,Critical,2023-05-26,2023-03-17,2,487.84,34.4
W-05,Abu Dhabi,Chevron,Routine,Day,Active,Windy,Low,2023-01-19,2022-11-30,5,472.03,19.3
W-15,Abu Dhabi,ExxonMobil,Routine,Day,Active,Rainy,Medium,2023-05-08,2022-05-07,4,383.75,31.9
W-05,Abu Dhabi,Chevron,Corrective,Day,Active,Sandstorm,High,2024-02-13,2023-12-25,1,398.22,31.3
W-15,North Sea,Shell,Emergency,Day,Active,Windy,Medium,2023-10-22,2023-08-23,6,385.67,35.3
W-11,Qatar,Shell,Routine,Day,Active,Sunny,Low,2024-09-16,2024-07-07,2,669.78,41.4
W-04,North Sea,TotalEnergies,Corrective,Night,Active,Windy,Low,2024-07-26,2023-12-23,8,397.81,36.8
W-03,Algeria,Chevron,Corrective,Day,Active,Windy,Low,2023-08-28,2023-04-15,3,336.35,32.8
W-10,Texas,Chevron,Corrective,Night,Active,Sandstorm,Medium,2023-07-01,2023-04-11,6,431.02,36.7
W-10,North Sea,ExxonMobil,Corrective,Night,Active,Rainy,Medium,2023-09-23,2022-12-23,12,311.18,27.9
W-10,Qatar,Shell,Routine,Day,Active,Cloudy,Low,2024-02-18,2023-10-11,3,621.33,37.3
W-10,Algeria,BP,Routine,Night,Active,Sandstorm,Low,2023-07-07,2022-10-01,10,351.99,29.2
W-02,North Sea,Chevron,Emergency,Day,Active,Cloudy,Low,2024-03-12,2023-03-11,8,369.83,29.3
W-11,North Sea,BP,Routine,Night,Active,Cloudy,Low,2023-10-14,2023-01-28,6,392.49,29.1
W-09,North Sea,Shell,Corrective,Day,Active,Cloudy,Low,2024-01-22,2023-01-11,4,439.37,17.3
W-08,Abu Dhabi,BP,Corrective,Night,Active,Windy,Medium,2023-11-02,2022-11-30,8,449.83,32.3
W-03,Texas,Shell,Routine,Night,Active,Windy,Medium,2023-07-26,2023-04-22,3,515.65,29.2
W-06,Qatar,Shell,Routine,Day,Active,Sunny,Low,2024-10-25,2024-09-20,2,571.7,39.7
W-05,Algeria,ExxonMobil,Routine,Night,Active,Sandstorm,Low,2024-06-18,2023-08-19,5,377.85,23.3
W-06,Algeria,TotalEnergies,Routine,Day,Active,Cloudy,Low,2023-04-09,2023-02-08,4,378.19,30.4
W-04,Texas,Shell,Routine,Night,Active,Sandstorm,Low,2024-08-30,2024-04-11,1,496.58,26.3
W-13,Abu Dhabi,Chevron,Routine,Night,Failure,Sandstorm,Critical,2023-12-08,2023-01-14,9,228.54,28.0
W-02,Algeria,Shell,Routine,Day,Active,Sandstorm,Low,2024-09-18,2023-12-08,6,260.26,23.6
W-05,Texas,TotalEnergies,Routine,Night,Active,Windy,Medium,2024-07-13,2024-02-13,5,507.48,33.4
W-10,Abu Dhabi,BP,Routine,Night,Standby,Rainy,Low,2023-10-25,2023-06-06,3,393.2,28.9
W-06,Texas,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2023-01-16,2022-06-23,4,536.11,26.4
W-10,Algeria,Chevron,Routine,Day,Active,Sandstorm,Medium,2023-07-08,2022-10-01,8,282.32,25.6
W-04,North Sea,BP,Routine,Night,Active,Sunny,Medium,2024-01-15,2023-04-11,3,370.8,24.7
W-03,North Sea,TotalEnergies,Corrective,Day,Active,Sunny,Low,2024-03-19,2023-07-14,3,396.98,24.1
W-09,Algeria,ExxonMobil,Corrective,Night,Active,Sunny,Low,2023-06-30,2023-03-11,1,473.96,28.5
W-01,Texas,Chevron,Routine,Day,Active,Sandstorm,Critical,2023-04-08,2023-01-31,5,336.16,26.1
W-10,Algeria,ExxonMobil,Routine,Night,Active,Rainy,Low,2024-08-07,2023-11-14,11,404.08,30.2
W-15,Algeria,BP,Corrective,Day,Active,Windy,Medium,2024-11-20,2024-08-19,2,406.87,32.5
W-05,North Sea,ExxonMobil,Corrective,Day,Active,Windy,Medium,2024-01-03,2023-04-08,7,361.22,31.4
W-11,Texas,Chevron,Emergency,Night,Active,Windy,Low,2023-05-01,2022-10-12,2,507.77,24.2
W-15,Abu Dhabi,Chevron,Routine,Night,Active,Windy,Low,2023-07-10,2022-10-08,6,423.81,29.5
W-04,North Sea,Shell,Routine,Day,Active,Sunny,Low,2023-01-13,2022-09-25,6,386.49,33.4
W-09,North Sea,TotalEnergies,Corrective,Night,Active,Sandstorm,Low,2024-10-02,2023-09-01,3,456.26,31.4
W-06,North Sea,Chevron,Corrective,Day,Active,Rainy,Medium,2023-03-24,2022-10-08,4,405.5,30.1
W-07,North Sea,TotalEnergies,Corrective,Night,Active,Sunny,Critical,2024-02-08,2023-05-07,9,191.0,26.7
W-09,Texas,ExxonMobil,Routine,Day,Active,Rainy,Medium,2023-07-11,2022-12-13,3,483.91,35.1
W-12,Texas,BP,Corrective,Night,Active,Cloudy,Medium,2024-01-23,2023-11-27,4,474.65,33.3
W-01,Algeria,Shell,Routine,Night,Active,Cloudy,Low,2024-03-31,2024-02-10,2,386.74,38.0
W-07,North Sea,Chevron,Routine,Night,Active,Cloudy,Low,2024-08-03,2024-07-01,3,408.3,26.4
W-06,North Sea,ExxonMobil,Routine,Night,Active,Sandstorm,Low,2023-05-25,2023-02-04,1,393.0,24.0
W-03,Algeria,ExxonMobil,Routine,Day,Active,Sunny,Low,2023-01-08,2022-01-22,2,401.59,38.5
W-02,Texas,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-04-06,2022-09-16,7,524.52,24.9
W-05,Texas,Chevron,Routine,Day,Active,Windy,Low,2024-09-22,2024-06-30,6,513.31,17.0
W-13,North Sea,TotalEnergies,Corrective,Day,Active,Cloudy,Medium,2024-09-03,2024-03-16,4,360.69,28.1
W-13,Abu Dhabi,Chevron,Routine,Day,Active,Sunny,Low,2024-02-23,2023-01-21,4,448.49,26.7
W-12,Algeria,Shell,Corrective,Day,Active,Windy,Low,2024-02-25,2023-08-27,1,453.7,32.5
